musteri_id,yas,kullanim_suresi_ay,sozlesme_tipi,internet_hizi_mbps,ek_paket_sayisi,aylik_ucret,teknik_destek_cagrisi,fatura_gecikme_sayisi,memnuniyet_puani,musteri_no_son_hane,ayrildi_mi
10905,44,8,Iki Yillik,25,2,249.0,1,1,10,4,1
10906,43,35,Aylik,50,0,283.0,0,0,6,6,1
10907,24,15,Iki Yillik,16,1,216.0,2,2,8,8,0
10908,52,28,Iki Yillik,100,1,395.0,1,1,9,0,0
10909,50,10,Aylik,16,2,313.0,1,1,9,8,1
10910,70,21,Aylik,25,4,285.0,2,0,3,3,0
10911,38,2,Yillik,50,0,280.0,1,1,6,6,1
10912,45,16,Aylik,100,2,422.0,0,1,5,3,0
10913,45,11,Aylik,50,0,250.0,1,2,7,3,1
10914,63,44,Yillik,25,0,159.0,2,0,3,3,0
10915,41,7,Aylik,16,2,234.0,0,0,3,5,0
10916,46,18,Iki Yillik,100,2,437.0,0,0,10,4,0
10917,50,26,Aylik,200,3,738.0,0,1,8,1,0
10918,44,40,Aylik,100,0,365.0,0,0,7,8,0
10919,36,37,Aylik,25,0,232.0,1,0,8,5,1
10920,45,20,Iki Yillik,100,3,458.0,1,1,7,9,0
10921,56,22,Yillik,25,0,166.0,3,0,9,5,0
10922,29,44,Yillik,50,2,298.0,3,1,6,8,0
10923,44,19,Aylik,50,1,263.0,1,0,7,0,0
10924,33,23,Aylik,25,1,161.0,0,1,7,6,0
10925,58,45,Aylik,100,0,305.0,3,1,5,2,1
10926,22,72,Aylik,50,0,215.0,2,3,9,3,1
10927,35,25,Yillik,25,1,226.0,0,1,6,0,1
10928,47,30,Yillik,25,0,192.0,0,3,9,2,0
10929,62,36,Aylik,16,1,228.0,2,1,7,6,0
10930,41,45,Iki Yillik,50,3,369.0,0,0,10,5,0
10931,35,41,Aylik,25,0,167.0,4,0,5,0,1
10932,66,13,Iki Yillik,16,3,237.0,1,2,5,8,0
10933,23,26,Aylik,50,1,260.0,1,2,5,3,0
10934,18,41,Aylik,50,2,291.0,1,0,7,6,0
10935,48,51,Aylik,100,2,436.0,1,1,10,3,0
10936,35,18,Aylik,50,2,357.0,1,0,10,6,1
10937,29,26,Yillik,100,1,408.0,0,0,3,4,1
10938,51,28,Aylik,200,3,681.0,2,1,7,0,1
10939,45,21,Aylik,100,1,370.0,4,2,1,3,1
10940,35,25,Yillik,50,1,262.0,0,1,9,2,0
10941,25,72,Yillik,25,1,206.0,1,0,9,5,0
10942,53,18,Iki Yillik,200,1,512.0,1,0,7,5,0
10943,50,19,Aylik,25,2,312.0,2,1,7,0,1
10944,41,4,Yillik,25,0,181.0,2,1,7,1,0
10945,66,4,Yillik,25,1,189.0,0,0,6,1,0
10946,28,29,Aylik,16,3,276.0,1,2,8,9,0
10947,22,41,Aylik,200,3,625.0,0,2,7,3,0
10948,33,36,Aylik,50,1,282.0,0,1,9,8,1
10949,41,10,Aylik,50,0,272.0,2,1,7,1,1
10950,45,35,Aylik,50,2,313.0,0,1,5,7,0
10951,39,19,Aylik,50,0,156.0,2,2,4,0,1
10952,47,15,Yillik,16,2,254.0,2,2,3,7,1
10953,26,6,Yillik,50,1,275.0,3,0,9,2,1
10954,61,12,Iki Yillik,50,1,272.0,0,4,6,4,0
10955,41,29,Yillik,25,1,211.0,2,1,8,0,0
10956,57,26,Aylik,100,1,383.0,0,0,10,0,0
10957,46,23,Iki Yillik,25,2,280.0,1,1,6,5,0
10958,48,2,Iki Yillik,25,1,232.0,1,0,6,2,0
10959,49,23,Aylik,16,2,275.0,2,0,7,7,0
10960,48,13,Yillik,25,1,217.0,0,0,7,3,0
10961,50,26,Iki Yillik,100,1,358.0,2,0,10,5,0
10962,59,46,Yillik,100,1,423.0,0,0,10,9,0
10963,45,15,Iki Yillik,25,1,252.0,0,0,8,8,0
10964,51,22,Aylik,50,1,309.0,2,0,10,7,0
10965,41,69,Aylik,50,1,323.0,2,2,7,3,0
10966,61,25,Aylik,25,1,251.0,2,2,8,9,1
10967,33,20,Yillik,16,1,248.0,2,0,6,7,1
10968,65,11,Iki Yillik,200,2,555.0,0,0,5,6,0
10969,41,36,Iki Yillik,50,1,287.0,0,0,9,4,0
10970,23,9,Aylik,200,2,604.0,2,0,8,6,0
10971,44,47,Aylik,25,0,246.0,0,1,7,6,0
10972,33,32,Yillik,50,1,312.0,2,1,7,9,0
10973,53,13,Yillik,25,1,210.0,1,1,4,1,0
10974,34,11,Aylik,25,1,246.0,1,1,5,6,1
10975,36,11,Aylik,50,4,421.0,3,2,8,2,1
10976,18,4,Yillik,25,0,203.0,1,1,6,7,1
10977,36,28,Yillik,16,2,225.0,2,1,7,7,0
10978,18,2,Aylik,25,4,380.0,0,1,7,8,0
10979,21,19,Aylik,16,0,162.0,2,0,6,3,0
10980,52,18,Iki Yillik,50,2,335.0,1,2,5,9,1
10981,52,16,Yillik,50,1,255.0,3,2,4,2,1
10982,48,28,Aylik,16,0,150.0,2,0,7,8,1
10983,29,13,Aylik,16,1,256.0,1,1,8,8,0
10984,41,23,Yillik,16,0,150.0,0,0,4,1,0
10985,42,47,Aylik,50,1,246.0,1,0,7,5,0
10986,27,31,Aylik,16,1,214.0,3,0,8,2,0
10987,62,15,Yillik,100,0,303.0,1,1,5,4,0
10988,53,21,Aylik,16,1,184.0,1,0,10,1,0
10989,39,16,Yillik,25,0,191.0,1,0,6,3,0
10990,42,18,Aylik,100,0,277.0,1,0,7,2,0
10991,45,24,Yillik,50,2,290.0,1,0,7,1,0
10992,18,6,Aylik,16,1,287.0,2,1,4,5,1
10993,39,5,Aylik,100,1,391.0,0,0,9,2,0
10994,33,10,Aylik,50,1,254.0,1,0,5,3,1
10995,29,29,Iki Yillik,100,1,390.0,0,0,7,5,0
10996,38,32,Iki Yillik,50,0,255.0,3,0,8,4,0
10997,65,35,Aylik,50,0,270.0,1,1,10,3,0
10998,50,10,Yillik,200,0,516.0,0,0,5,3,1
10999,35,22,Yillik,25,2,312.0,1,1,6,1,0
11000,49,15,Iki Yillik,50,4,344.0,1,1,10,9,0
11001,60,19,Aylik,25,4,331.0,2,0,8,3,0
11002,54,15,Yillik,16,1,221.0,1,1,8,7,0
11003,43,25,Aylik,16,1,227.0,2,0,5,4,1
11004,34,12,Aylik,16,1,183.0,2,3,6,9,0
11005,51,44,Iki Yillik,50,1,289.0,1,1,7,9,0
11006,47,44,Yillik,50,2,303.0,0,1,5,7,0
11007,54,29,Aylik,50,2,315.0,2,0,4,5,0
11008,50,40,Aylik,16,3,341.0,1,1,6,9,0
11009,56,6,Yillik,25,2,309.0,3,0,10,4,1
11010,35,45,Yillik,100,1,340.0,1,1,7,3,0
11011,59,27,Aylik,25,3,285.0,1,0,10,9,0
11012,45,13,Iki Yillik,50,2,311.0,2,0,7,8,0
11013,69,12,Aylik,100,0,329.0,0,0,6,9,1
11014,33,55,Aylik,100,2,397.0,0,0,9,4,0
11015,65,36,Iki Yillik,50,0,271.0,0,1,7,9,0
11016,45,18,Aylik,100,1,387.0,2,0,9,5,1
11017,34,6,Aylik,25,2,292.0,2,1,5,6,1
11018,36,47,Yillik,100,1,331.0,0,0,9,0,0
11019,38,8,Iki Yillik,25,1,273.0,1,0,9,8,0
11020,48,16,Aylik,25,1,150.0,0,0,8,7,1
11021,49,18,Iki Yillik,16,1,245.0,0,2,5,4,0
11022,35,11,Yillik,100,0,363.0,0,0,7,2,0
11023,42,18,Aylik,25,0,172.0,0,1,8,4,1
11024,70,20,Yillik,25,2,322.0,1,0,7,4,0
11025,64,17,Aylik,25,1,230.0,1,0,8,8,0
11026,48,26,Aylik,100,1,377.0,0,2,9,6,0
11027,42,57,Yillik,100,4,522.0,4,1,6,1,0
11028,44,6,Iki Yillik,50,2,437.0,2,0,5,4,0
11029,50,23,Aylik,50,0,282.0,0,1,7,8,0
11030,29,8,Aylik,50,2,350.0,1,1,6,1,1
11031,39,5,Aylik,25,1,201.0,1,1,8,7,0
11032,20,38,Aylik,100,1,380.0,0,1,5,2,0
11033,47,24,Aylik,16,0,150.0,1,1,9,3,0
11034,50,5,Aylik,25,1,261.0,1,1,10,1,0
11035,36,18,Yillik,25,0,192.0,0,0,7,8,0
11036,62,10,Aylik,50,0,196.0,2,0,7,5,0
11037,26,18,Aylik,25,3,325.0,1,1,6,8,1
11038,23,33,Iki Yillik,50,3,340.0,0,0,6,7,0
11039,45,31,Yillik,16,1,221.0,0,2,6,8,0
11040,56,15,Aylik,50,1,250.0,2,1,10,4,0
11041,64,40,Aylik,25,1,233.0,1,3,7,5,1
11042,36,49,Yillik,16,0,197.0,1,1,4,6,0
11043,56,33,Aylik,16,1,214.0,0,0,7,4,0
11044,41,13,Aylik,100,0,316.0,3,1,9,0,1
11045,40,19,Yillik,25,4,375.0,1,1,7,8,0
11046,53,56,Aylik,50,1,304.0,1,0,10,1,0
11047,50,16,Aylik,50,2,286.0,1,0,8,6,0
11048,22,31,Aylik,50,1,289.0,0,2,5,7,0
11049,61,11,Aylik,50,0,281.0,3,1,6,7,1
11050,60,40,Aylik,25,2,298.0,0,0,7,0,0
11051,34,10,Iki Yillik,25,1,235.0,1,1,4,9,0
11052,47,19,Aylik,50,1,302.0,1,1,8,6,0
11053,48,30,Aylik,50,1,296.0,0,1,4,8,0
11054,45,63,Aylik,100,2,446.0,1,2,9,2,1
11055,35,24,Iki Yillik,100,1,304.0,2,4,9,7,0
11056,33,17,Yillik,16,1,161.0,0,0,8,7,0
11057,42,16,Aylik,16,1,251.0,0,0,6,8,0
11058,57,39,Iki Yillik,50,2,272.0,0,0,7,7,0
11059,49,28,Aylik,25,1,247.0,3,0,6,4,0
11060,37,32,Aylik,16,1,203.0,1,0,5,4,0
11061,52,53,Aylik,100,1,340.0,3,0,6,2,1
11062,18,21,Aylik,25,1,245.0,1,2,8,5,0
11063,57,27,Aylik,100,1,382.0,2,0,7,9,0
11064,19,16,Yillik,50,3,444.0,4,5,10,2,0
11065,37,11,Aylik,100,0,308.0,1,0,8,1,0
11066,27,13,Yillik,25,2,328.0,0,1,8,6,0
11067,25,1,Aylik,25,1,245.0,1,1,4,9,0
11068,57,30,Aylik,50,3,347.0,0,1,6,2,0
11069,36,28,Aylik,16,0,198.0,1,1,5,3,0
11070,47,29,Iki Yillik,25,0,207.0,2,1,7,9,0
11071,41,10,Aylik,25,1,234.0,1,3,6,7,1
11072,48,13,Yillik,16,0,180.0,3,1,6,0,0
11073,43,13,Aylik,25,1,212.0,3,0,9,8,0
11074,25,42,Aylik,100,0,301.0,0,2,8,5,0
11075,55,23,Aylik,16,0,197.0,1,1,9,1,1
11076,36,21,Aylik,16,0,163.0,1,0,4,2,1
11077,22,34,Aylik,50,3,367.0,1,1,7,4,0
11078,36,13,Aylik,200,1,575.0,0,0,9,5,0
11079,62,26,Yillik,25,0,197.0,0,0,10,8,0
11080,53,68,Aylik,16,0,150.0,0,1,4,1,0
11081,37,47,Yillik,50,1,325.0,2,0,6,4,0
11082,37,26,Aylik,100,0,334.0,2,0,9,6,0
11083,38,22,Aylik,100,1,368.0,1,0,7,6,0
11084,69,29,Yillik,50,0,250.0,1,0,5,3,0
11085,47,51,Aylik,25,0,196.0,0,0,4,2,0
11086,48,49,Aylik,50,1,307.0,3,0,5,7,1
11087,55,56,Yillik,16,0,189.0,2,1,4,1,0
11088,45,24,Iki Yillik,50,1,305.0,1,0,7,4,0
11089,39,2,Aylik,50,2,372.0,1,0,9,9,0
11090,39,65,Aylik,200,2,641.0,2,0,5,4,1
11091,41,11,Iki Yillik,25,1,227.0,1,1,7,0,1
11092,42,34,Aylik,16,0,150.0,1,0,9,6,0
11093,51,3,Yillik,50,1,338.0,2,0,7,3,0
11094,43,21,Aylik,50,2,317.0,0,1,4,9,1
11095,52,16,Aylik,100,1,358.0,0,1,8,1,0
11096,41,56,Yillik,16,0,150.0,1,0,7,7,0
11097,43,26,Yillik,25,2,289.0,3,1,7,3,1
11098,18,21,Aylik,50,0,240.0,2,1,6,0,1
11099,54,28,Aylik,25,0,150.0,1,1,7,7,1
11100,47,1,Yillik,100,4,526.0,0,1,8,6,1
11101,55,12,Yillik,50,2,308.0,2,0,10,2,0
11102,18,14,Aylik,100,2,514.0,2,1,7,2,0
11103,69,32,Yillik,50,3,350.0,1,0,10,6,0
11104,40,9,Yillik,100,2,405.0,0,2,8,1,0
11105,56,24,Yillik,25,0,157.0,2,1,7,4,0
11106,28,19,Yillik,100,0,375.0,2,2,7,6,1
11107,50,13,Aylik,25,3,309.0,1,0,5,5,0
11108,28,14,Yillik,50,1,255.0,0,1,8,9,0
11109,34,19,Yillik,25,0,212.0,7,0,3,6,1
11110,67,3,Aylik,50,1,232.0,0,0,5,1,1
11111,40,35,Aylik,25,2,299.0,2,2,7,6,0
11112,45,11,Aylik,25,2,340.0,1,1,9,1,1
11113,53,17,Yillik,200,2,630.0,1,2,10,6,0
11114,48,55,Aylik,16,0,193.0,0,0,7,7,0
11115,44,35,Yillik,100,0,360.0,0,0,7,9,0
11116,47,8,Iki Yillik,200,2,670.0,0,0,9,7,0
11117,73,1,Yillik,16,2,303.0,1,1,4,4,1
11118,41,29,Iki Yillik,50,2,340.0,0,2,8,6,0
11119,45,17,Iki Yillik,25,3,354.0,0,0,5,7,0
11120,56,24,Aylik,16,2,229.0,2,3,7,3,0
11121,56,34,Yillik,25,2,305.0,1,0,6,1,0
11122,57,38,Aylik,200,1,530.0,2,0,8,6,1
11123,50,15,Iki Yillik,16,1,203.0,1,2,8,0,0
11124,27,19,Aylik,50,2,217.0,0,0,9,1,0
11125,63,27,Iki Yillik,50,0,249.0,2,1,8,9,0
11126,27,28,Yillik,100,3,442.0,0,0,7,6,0
11127,46,24,Yillik,16,1,254.0,3,0,10,9,0
11128,32,51,Aylik,50,1,294.0,1,0,4,0,0
11129,41,28,Aylik,50,3,409.0,0,0,10,6,0
11130,46,34,Yillik,50,1,242.0,1,4,6,4,0
11131,46,25,Aylik,200,0,556.0,0,3,8,2,1
11132,47,9,Iki Yillik,100,0,404.0,1,0,6,1,0
11133,63,12,Aylik,16,2,287.0,1,0,6,6,0
11134,48,7,Yillik,50,0,263.0,1,0,8,8,0
11135,39,41,Aylik,25,2,283.0,0,1,9,8,0
11136,55,5,Yillik,25,0,169.0,1,1,8,9,0
11137,57,18,Yillik,25,4,394.0,1,1,6,9,0
11138,26,16,Aylik,25,0,150.0,1,0,10,7,0
11139,50,15,Aylik,25,1,218.0,0,0,9,1,0
11140,51,16,Aylik,200,3,593.0,2,1,9,0,1
11141,38,58,Yillik,16,2,236.0,4,1,6,7,0
11142,60,3,Yillik,100,1,397.0,0,1,6,1,0
11143,40,47,Yillik,50,0,253.0,4,1,6,3,0
11144,44,17,Aylik,50,2,327.0,2,1,9,3,0
11145,40,36,Aylik,100,2,426.0,3,2,5,1,1
11146,42,22,Aylik,25,1,166.0,2,0,5,3,1
11147,28,8,Aylik,25,0,174.0,1,2,8,6,1
11148,23,50,Aylik,25,1,209.0,0,0,8,5,0
11149,63,45,Iki Yillik,25,0,164.0,1,0,6,9,0
11150,31,9,Iki Yillik,100,0,351.0,1,0,5,5,0
11151,29,31,Aylik,100,1,345.0,2,0,10,3,0
11152,18,13,Yillik,16,1,194.0,1,1,8,1,1
11153,34,5,Iki Yillik,16,1,150.0,0,2,4,4,0
11154,25,11,Aylik,25,1,222.0,2,2,5,2,1
11155,63,48,Aylik,16,3,267.0,3,0,6,2,0
11156,55,37,Aylik,50,2,328.0,1,2,8,3,0
11157,33,16,Aylik,16,4,317.0,1,0,8,4,0
11158,71,48,Iki Yillik,50,2,329.0,1,0,9,1,0
11159,55,43,Yillik,16,3,300.0,0,0,4,5,0
11160,38,11,Aylik,25,1,291.0,0,0,7,5,0
11161,18,56,Aylik,50,0,252.0,4,2,10,7,0
11162,72,15,Yillik,50,0,171.0,1,1,10,1,0
11163,24,17,Iki Yillik,200,1,521.0,0,0,8,7,0
11164,21,3,Yillik,100,2,422.0,1,1,10,7,0
11165,55,13,Yillik,25,0,155.0,2,0,8,3,0
11166,74,19,Aylik,16,5,292.0,2,1,9,6,0
11167,60,26,Iki Yillik,100,3,512.0,3,1,7,6,0
11168,49,8,Yillik,100,3,490.0,1,0,6,0,0
11169,50,11,Aylik,100,1,393.0,2,1,5,0,1
11170,53,57,Yillik,16,1,194.0,0,0,7,7,0
11171,52,41,Aylik,200,1,580.0,3,2,7,0,1
11172,46,46,Aylik,25,1,208.0,0,0,4,2,0
11173,43,20,Aylik,50,1,287.0,0,1,5,5,0
11174,41,26,Aylik,100,0,298.0,1,1,6,7,0
11175,32,31,Aylik,25,2,331.0,2,0,8,4,0
11176,38,56,Aylik,100,0,275.0,1,1,7,4,0
11177,20,5,Aylik,25,0,231.0,2,1,7,3,1
11178,41,14,Aylik,200,2,611.0,0,1,5,3,1
11179,29,24,Aylik,25,0,170.0,2,0,7,6,0
11180,28,22,Aylik,200,1,571.0,2,1,10,5,1
11181,44,11,Yillik,16,0,196.0,1,2,7,7,1
11182,60,30,Aylik,50,1,328.0,2,1,4,5,1
11183,54,14,Aylik,50,0,246.0,3,1,5,9,1
11184,22,21,Iki Yillik,50,2,294.0,2,0,8,6,0
11185,29,29,Yillik,25,3,324.0,1,0,7,9,0
11186,54,15,Iki Yillik,50,1,344.0,0,0,7,9,0
11187,29,35,Aylik,16,1,263.0,1,0,6,4,0
11188,39,39,Aylik,50,0,267.0,2,0,8,5,1
11189,49,12,Yillik,25,1,260.0,2,1,6,0,0
11190,29,14,Aylik,200,2,634.0,0,1,7,2,0
11191,43,9,Aylik,16,0,211.0,1,0,5,7,1
11192,25,20,Aylik,16,0,154.0,1,0,9,2,1
11193,34,26,Iki Yillik,25,2,230.0,0,0,7,0,0
11194,46,16,Aylik,25,1,235.0,1,1,8,2,1
11195,21,25,Iki Yillik,25,0,159.0,1,0,5,3,1
11196,48,14,Iki Yillik,50,2,288.0,2,1,10,7,1
11197,42,14,Aylik,100,1,350.0,0,0,9,8,0
11198,49,26,Yillik,50,1,367.0,1,0,3,3,0
11199,45,15,Yillik,50,3,375.0,3,1,5,6,0
11200,60,20,Yillik,16,2,273.0,2,0,8,0,0
11201,44,27,Aylik,50,1,237.0,1,2,4,8,1
11202,36,25,Yillik,16,2,196.0,1,0,7,3,0
11203,44,14,Aylik,100,1,346.0,1,0,8,8,0
11204,49,42,Iki Yillik,25,3,373.0,1,1,7,2,0
11205,43,1,Aylik,25,1,244.0,4,2,8,4,1
11206,43,30,Aylik,25,0,208.0,1,1,6,0,0
11207,33,24,Yillik,100,2,446.0,0,0,3,2,0
11208,33,8,Iki Yillik,16,0,150.0,1,0,9,4,0
11209,24,22,Yillik,50,3,419.0,3,0,9,5,0
11210,65,12,Aylik,16,3,283.0,2,1,10,7,1
11211,26,29,Aylik,50,0,284.0,0,0,3,0,0
11212,33,1,Iki Yillik,100,1,390.0,1,1,8,2,0
11213,33,17,Yillik,25,0,150.0,1,0,3,0,1
11214,54,13,Iki Yillik,50,3,344.0,0,0,10,4,0
11215,38,35,Aylik,100,2,358.0,4,2,8,7,1
11216,58,3,Aylik,50,1,321.0,1,1,5,3,1
11217,33,21,Yillik,50,1,279.0,1,0,8,8,0
11218,46,30,Iki Yillik,50,2,247.0,0,1,6,5,0
11219,31,63,Aylik,50,4,428.0,1,0,8,5,0
11220,70,14,Iki Yillik,16,0,152.0,1,1,7,4,0
11221,27,26,Yillik,100,0,278.0,0,0,10,9,0
11222,46,4,Aylik,25,0,246.0,2,1,10,4,1
11223,50,20,Aylik,16,0,174.0,1,0,6,6,1
11224,47,44,Aylik,100,1,365.0,1,0,9,7,0
11225,40,63,Yillik,25,0,174.0,2,0,8,6,0
11226,40,28,Aylik,16,0,150.0,1,2,4,0,1
11227,43,5,Aylik,50,2,279.0,1,0,6,0,1
11228,40,48,Iki Yillik,100,1,420.0,0,2,10,9,0
11229,55,5,Aylik,100,2,403.0,1,0,8,5,1
11230,71,7,Aylik,200,2,611.0,0,0,9,2,1
11231,35,51,Aylik,100,1,303.0,2,0,7,8,1
11232,24,19,Aylik,16,1,169.0,3,3,6,6,1
11233,41,13,Yillik,25,0,209.0,2,1,7,1,0
11234,75,33,Aylik,100,0,343.0,0,0,6,2,0
11235,32,23,Yillik,25,1,294.0,3,1,4,7,1
11236,63,41,Yillik,50,1,327.0,1,1,5,0,0
11237,64,24,Aylik,50,5,452.0,2,1,8,4,0
11238,35,24,Aylik,25,1,249.0,0,4,6,9,0
11239,49,40,Aylik,100,1,364.0,2,0,7,0,1
11240,63,19,Aylik,50,2,397.0,0,2,7,8,0
11241,37,10,Yillik,25,5,453.0,2,1,8,6,1
11242,39,34,Yillik,200,0,526.0,0,0,9,4,0
11243,34,16,Aylik,50,4,422.0,0,1,5,5,1
11244,29,25,Aylik,16,1,266.0,0,0,8,2,0
11245,34,3,Aylik,50,0,255.0,2,0,8,2,1
11246,26,19,Yillik,100,0,385.0,1,0,9,6,0
11247,42,14,Aylik,100,0,253.0,0,1,4,6,0
11248,32,3,Aylik,100,1,391.0,1,0,7,6,1
11249,45,19,Aylik,50,2,307.0,0,0,10,1,1
11250,22,20,Yillik,25,0,249.0,3,0,7,1,0
11251,46,27,Iki Yillik,100,1,429.0,2,0,8,4,0
11252,53,43,Aylik,100,0,331.0,1,0,8,3,1
11253,18,39,Aylik,16,0,224.0,0,1,5,6,0
11254,47,14,Iki Yillik,16,1,278.0,0,3,10,2,0
11255,58,23,Aylik,200,2,613.0,4,1,8,4,1
11256,26,29,Yillik,100,2,507.0,3,1,8,1,0
11257,64,15,Aylik,100,1,374.0,1,1,4,0,1
11258,47,5,Yillik,100,0,322.0,0,1,9,8,0
11259,33,18,Aylik,50,2,355.0,3,2,8,3,0
11260,41,45,Iki Yillik,50,2,313.0,2,0,10,7,0
11261,49,5,Yillik,50,4,418.0,3,0,6,6,0
11262,43,9,Yillik,16,1,265.0,1,2,5,0,0
11263,49,11,Yillik,50,0,236.0,1,0,6,9,0
11264,30,9,Yillik,50,1,221.0,1,1,6,6,0
11265,44,33,Aylik,50,1,293.0,0,2,5,1,0
11266,24,12,Iki Yillik,50,1,256.0,2,0,9,2,0
11267,41,34,Iki Yillik,50,1,310.0,2,0,10,0,0
11268,30,21,Aylik,16,1,240.0,2,2,7,6,1
11269,32,4,Iki Yillik,25,1,284.0,2,0,6,2,0
11270,58,15,Yillik,16,0,202.0,1,0,4,5,0
11271,56,40,Yillik,16,0,209.0,1,1,8,6,0
11272,50,23,Aylik,200,3,632.0,1,0,10,2,0
11273,28,16,Aylik,16,2,289.0,1,0,6,1,1
11274,38,45,Aylik,25,1,301.0,2,0,7,8,0
11275,58,8,Aylik,50,0,211.0,0,2,8,8,0
11276,44,13,Aylik,50,0,298.0,0,1,10,6,0
11277,72,37,Aylik,16,0,151.0,2,1,7,4,0
11278,47,33,Aylik,100,1,345.0,0,0,7,3,0
11279,44,8,Iki Yillik,100,0,340.0,0,1,7,3,0
11280,38,28,Aylik,25,1,258.0,1,0,4,0,1
11281,44,12,Aylik,25,0,219.0,1,2,4,3,1
11282,40,3,Aylik,200,1,531.0,0,1,5,6,1
11283,51,16,Aylik,100,1,390.0,0,1,9,4,0
11284,54,66,Yillik,50,2,301.0,2,1,6,8,0
11285,32,40,Yillik,16,3,253.0,1,0,6,3,0
11286,25,20,Yillik,25,4,335.0,2,0,6,2,0
11287,18,5,Aylik,50,3,344.0,2,0,7,5,1
11288,49,3,Yillik,16,1,234.0,1,1,10,3,1
11289,28,21,Aylik,25,1,273.0,1,0,7,1,1
11290,18,27,Aylik,50,2,273.0,1,0,6,4,0
11291,47,33,Aylik,25,2,290.0,0,0,7,3,0
11292,74,31,Aylik,100,1,334.0,0,1,10,4,0
11293,42,33,Aylik,100,0,352.0,0,1,6,8,0
11294,53,25,Aylik,25,2,256.0,1,4,5,3,0
11295,43,44,Iki Yillik,100,0,293.0,1,3,6,5,0
11296,41,14,Aylik,16,2,288.0,5,1,7,3,1
11297,54,21,Aylik,100,0,309.0,1,0,8,0,0
11298,38,4,Aylik,16,2,249.0,1,0,9,1,0
11299,45,13,Yillik,16,3,228.0,1,1,5,5,0
11300,46,39,Aylik,50,4,448.0,1,1,5,7,0
11301,33,32,Iki Yillik,50,1,309.0,1,0,6,8,0
11302,55,2,Iki Yillik,100,1,375.0,3,2,8,3,0
11303,40,69,Aylik,25,1,179.0,1,0,5,5,0
11304,32,23,Aylik,25,0,230.0,0,0,6,2,1
11305,49,23,Aylik,50,1,257.0,1,0,6,8,0
11306,30,13,Yillik,25,2,262.0,2,0,9,7,0
11307,42,15,Aylik,25,1,313.0,0,0,8,0,0
11308,42,23,Aylik,50,1,255.0,1,1,9,1,0
11309,56,31,Aylik,100,0,356.0,0,1,10,9,0
11310,48,26,Yillik,100,1,395.0,0,0,6,8,0
11311,42,14,Aylik,200,1,579.0,0,0,5,9,1
11312,53,10,Aylik,25,1,242.0,0,2,5,2,1
11313,60,9,Yillik,50,3,383.0,0,1,4,2,0
11314,49,41,Yillik,25,1,242.0,0,2,6,9,0
11315,42,38,Iki Yillik,50,0,233.0,1,2,6,8,0
11316,25,29,Aylik,50,1,333.0,2,1,8,2,0
11317,28,41,Yillik,200,2,564.0,0,0,7,9,0
11318,38,19,Yillik,50,1,316.0,1,2,6,4,0
11319,34,36,Aylik,200,2,639.0,0,0,7,5,1
11320,40,30,Yillik,100,2,444.0,3,1,5,2,0
11321,43,37,Aylik,100,2,459.0,1,0,9,9,0
11322,49,8,Iki Yillik,100,1,372.0,0,0,6,7,0
11323,41,1,Aylik,25,0,150.0,2,2,5,1,1
11324,48,25,Yillik,25,2,275.0,1,1,9,5,0
11325,43,16,Aylik,25,0,153.0,1,0,8,1,0
11326,18,2,Iki Yillik,16,5,370.0,1,1,4,8,0
11327,30,46,Aylik,50,0,192.0,1,0,9,5,1
11328,40,38,Iki Yillik,50,0,218.0,0,1,6,8,0
11329,26,26,Iki Yillik,50,1,259.0,0,1,6,3,0
11330,50,10,Aylik,200,1,482.0,2,1,7,2,0
11331,62,4,Yillik,100,1,400.0,2,0,8,1,0
11332,58,2,Iki Yillik,16,0,248.0,1,2,8,7,0
11333,39,13,Aylik,25,2,299.0,0,3,7,3,0
11334,61,33,Aylik,25,4,360.0,0,0,6,1,0
11335,44,16,Yillik,25,1,231.0,2,0,8,8,0
11336,38,29,Aylik,100,0,315.0,1,0,7,7,1
11337,34,30,Aylik,50,0,238.0,0,1,10,4,0
11338,38,33,Aylik,50,2,324.0,3,1,8,7,0
11339,37,3,Aylik,100,1,346.0,1,1,5,4,1
11340,44,11,Aylik,100,2,479.0,0,0,6,6,1
11341,44,29,Aylik,16,1,163.0,2,0,7,4,0
11342,42,52,Iki Yillik,50,0,260.0,1,1,9,4,0
11343,48,43,Yillik,25,2,274.0,1,0,10,3,0
11344,57,25,Aylik,25,0,254.0,2,0,6,4,0
11345,54,46,Yillik,16,0,182.0,0,2,5,6,0
11346,23,25,Yillik,50,3,357.0,1,1,5,2,0
11347,18,5,Iki Yillik,25,5,404.0,0,1,7,3,0
11348,54,32,Aylik,25,2,279.0,2,0,10,7,0
11349,24,44,Aylik,50,0,195.0,1,1,8,5,0
11350,39,63,Iki Yillik,100,1,348.0,1,0,4,7,0
11351,27,13,Iki Yillik,25,2,215.0,3,0,6,1,0
11352,19,8,Yillik,16,0,150.0,0,2,6,8,1
11353,49,36,Yillik,100,0,333.0,1,0,5,6,0
11354,52,27,Aylik,16,0,181.0,2,3,6,4,1
11355,35,26,Aylik,200,3,586.0,0,0,8,6,0
11356,18,47,Aylik,50,1,275.0,0,0,8,1,0
11357,35,36,Aylik,25,2,297.0,1,1,9,3,1
11358,47,29,Iki Yillik,25,0,182.0,1,0,8,6,0
11359,23,14,Aylik,16,0,150.0,1,0,3,1,1
